id;tweet
3970;RT @themeredith: That awkward moment when you're on a date and 'Daddy YFB' texts you...and your phone is face up on the table...@Yourfuckbo…
3971;How I feel when I'm drunk at the bar buying everyone shots https://t.co/Opm6ccZylT
3972;Cant believe they hired a WOMAN and NOT ME!!!! I guess McDOnalds #hatesmen? #mickyDhasnoD #fuckyouRonald..
3973;@Vaughan1878 I wouldn't put my wm on it if I didn't
3974;#HalloweenCostumeIdeas Kim Kardashian's vagina... In other words, ground beef.
3975;I have never once met a woman whose mouth wasn't totally full of BULLSHIT. Stupid bitches!!
3976;Her- so what do you do for fun? Me- https://t.co/Ht22oFLqv2
3977;@femfreq if you count prison rape men are raped more than women.
3978;When it's my birthday but you're the one that's getting spanked
3979;Maybe Instagram will copy Twitter and go back to chronological order...
3980;When your Mexican friend texts you 'viva la Mexico' on the 4th of July https://t.co/cH6Jrqmx2K
3981;@melstreett don't worry about it and go make me a sandwich woman. #WomenSuck
3982;How I sleep after getting off https://t.co/AZj5YpGsXH
3983;Happy 4th of July everyone! Ladies don't fuck it up! () () () () <---- vaginas
3984;Girls are not human beings, they're objects
3985;The more WOMEN in the workplace means LESS WOMEN IN THE KITCHEN. Like and retweet if you see this as a big problem #ilovefood #homecookedm#
3986;@fuck________off my age but wishes she was younger
3987;Don't mind me... I'm just waiting for @Scouse_ma to start ranting 🌚
3988;Jumping from guy to guy isn't funny or cute. It's mean. Men are human beings not pieces of meat and we deserve respect #WomenSuck
3989;Alcohol doesn't give you an excuse to be a whore. #WomenSuck
3990;I hate when girls bitch about not having a date to a dance when they've turned down every guy that asked them #WomenSuck
3991;When she says she only dates black guys https://t.co/sRVduKYg6L
3992;When someone online tries to come at me and thinks I care... https://t.co/3ag1u1elsY
3993;Why do bitches from Philly and Jersey always ask 'do you have a Wawa?' Yeah bitch, we got Wawa but I don't eat at gas stations, FOH
3994;Pro Tip- All girls like being told they're good girls
3995;Yeah, here I am again. Anyone else see at least 5-10 women today? Can't believe they were ALLOWED outside. Who do I complain to????
3996;Same 😘😘😘😘 https://t.co/Q3M34viHKL
3997;When your friend owes you money and they're taking a little too long to pay you back https://t.co/wReKiIdH0c
3998;RT @ShitMyPants11: Only a fraction of women are crazy. That fraction is 100/100.
3999;My grandpa once told me 'The only bitch that matters is my DOG' and I've stood by that my whole life. #BitchesAreDogs #DogBitch #Ihatewome
4000;Looks like homecoming is soon. Let the 'Girls fucking over Guys' begin! #LameExcuses #WomenSuck
4001;Am I piece of shit? Yes. Do I at least feel bad about it? Absolutely not
4002;I'm too old for games... We either fuckin or we not... Either way, it's your loss or your gain... IDGAF either way
4003;When you realize you're a mass murderer https://t.co/hSqoRI2IQV
4004;@femfreq @anitasarkeesian Shut the fuck up. Your a fuck-ing cunt. Shut the fuck up. Your a stu-pid cunt suck my dick
4005;Anything that bleeds for a week and doesn't die is a monster #WomenSuck
4006;No one gives less fucks than a pitcher that intentionally hits a man holding a bat with a baseball
4007;Nothing pisses me off more than when skinny girls tweet shit like 'Fat Girl Problems' #WomenSuck
4008;There's two types of hoes out here https://t.co/OwbcgzOrFD
4009;I believe in karma, that's why I never ask a girl if she's married or has a boyfriend
4010;I cannot stand girls that ALWAYS have to have a boyfriend. #AttentionWhores #WomenSuck
4011;Your mood changes more than the price of gas #WomenSuck
4012;You don't have haters, people just hate you, dumb dumb
4013;@McCaineNL @DawnHFoster @Mr_Considerate Think all the rape put a bit of a dampener of liberation tbf
4014;@PennyRed Feminism isn't to blame? Are you taking the piss? So all of the men who have had false rape allegations made by angry feminists are to blame what? Not them, the toxic feminists of today's society.
4015;Wow they tried to give me a FEMALE DOCTOR TODAY. I didn't even know those EXISTEd...
4016;@profANNAity fuck off she has a dong
4017;Does your pretty friend know you're using her pics to attract people to your tinder, chubs?
4018;Me flirting- So tell me about your father...
4019;Shoutout to me for being fucking AWESOME
4020;@kacsterr I'm sure you also get mad when guys stair at ur ass and act like you don't understand why they do it #WomenSuck
4021;Women ruin everything. Look at the movie Ted. Everything was fine till That bitch from That 70's Show fucked it all up #WomenSuck
4022;When you're daydreaming about the dick you're gonna get later https://t.co/J7N9GWdakh
4023;Her- don't I give the best head? Me- https://t.co/8XQVoDtB3V
4024;If feminazis put the same effort into working as they did bitching about patriarchy then maybe they would actually deserve equal pay.
4025;When someone leaves a dumb comment https://t.co/fByPKwCCiX
4026;If I make your day, you should see what I could do to your night 😌 https://t.co/GyHTNH6n8T
4027;Don't fucking toy with me #WomenSuck
4028;"The last time I saw a woman of value was at the strip club, and she was worth $1 LOL;"
4029;My bathroom vs your boyfriends https://t.co/jameGae0SU
4030;When you stick it in the wrong hole on 'accident' https://t.co/KHAxEv48Bb
4031;Don't text these hoes... If you're doing your job right they'll text you when you're needed
4032;When his dick game is garbage but his mouth game is fire AF https://t.co/kLB5844oPj
4033;Friend- how are you so carefree living a life of drinking, drugs and unprotected sex with complete strangers? Me- https://t.co/ZAtn41RntL
4034;Like if you didnt want to have a party, don't fucking broadcast it #ThatsTheShitIDontLike #WomenSuck
4035;When they REALLY don't want you to advertise 😂😂😂 https://t.co/r8LlzOk6ZZ
4036;@KimmyK02 none
4037;Obviously Meredith, obviously. Filthy bitch ☺️ https://t.co/vSdQEpCiSe
4038;Friend- do you wanna be buried or cremated? Me- https://t.co/uQSTSW8FTW
4039;My dick is like yoga for your vagina... It'll leave you nice and stretched out
4040;Do you ever see people in your feed and think 'lol I fucked you'
4041;It must suck to not be me
4042;Take off those glasses! They aren't real you hipster fuck! #WomenSuck
4043;After the first time you sleep 2 guys in the same day https://t.co/Cw6N9VtvBO
4044;You Shut Your Whore Mouth!
4045;RT @JWMofficial: I don't see why drinking and driving is such a big deal. Letting women drive is just as hazardous!
4046;I have no shame bruh, none at all https://t.co/LPOP5r2JMi
4047;Me when people take a post too seriously and I'm reading their butt hurt comments https://t.co/D6HrPpScxp
4048;You ever be drivin and briefly forget where you are, where you're going, how you got there, who you are or why you're alive? Cause same
4049;Tell me more about your previous boyfriends, I really wanna hear about them #WomenSuck
4050;It must suck to hate me, I'm a mother fuckin delight, bitch
4051;@femfreq Not all women are victims. Not all men are abusers, Not everything is racist, sexist and or homophobic.
4052;Stop tweeting about love. Youre like 16 stfu. You've probably never even seen a penis before #WomenSuck
4053;The 2016 savage award goes to this man https://t.co/FFa6Fw9y3r
4054;@CCriadoPerez Probably one of the lowest conviction rates is in rape or any sexual assault. Of those that are actually reported, that is.
4055;'I don't usually do this' https://t.co/EtH66PckNk
4056;*cough cough* loser https://t.co/rRDUZpaPbs
4057;When you're having a conversation with someone, not listening and just don't care https://t.co/TMndzb8QUc
4058;When you know your worth... https://t.co/RxKr2noOwI
4059;What makes you always think you're right? #WomenSuck #PeriodProbz
4060;My walk past you like I never fucked your girl game strong AF
4061;When you're high AF on FaceTime tuning out a friend that ranting and you tap the screen to see when the video is going to be over
4062;I think it's fair to say that my cock and attitude have let me breeze through quite an amazing life
4063;I don't run from my problems, I laugh at them and act like they don't exists like a normal human being
4064;Idk why people tell me their problems... All I do is repeatedly ask 'why' like a 4 year old that's not getting his way... Then I laugh
4065;My only goal in life is to fuck at least 1 follower from each social media platform... Twitter is the only 1 left... @themeredith your move
4066;All you boys going to senior week WEAR A CONDOM! Cuz when girls say they're on the pill, they're probably lying!
4067;I wish I could have all the money I've spent on alcohol back... But still have had all of the alcohol too
4068;When she cancels the dick appointment cause she's 'sick' then you see her in the bar on her snap story https://t.co/Yqxi4oamlm
4069;He just kept screaming 'is it too late now to say sorrrrry?!' https://t.co/6XU2qMmkuZ
4070;I wish I was just as fascinated with important things in life as I am with those 360 degree videos on FB when I'm high
4071;@taylornikola @granola_barr @emcmaines hey C Milton sloot, from the evidence I see ur a trashy bitch. Congrats on being a fuck up #WomenSuck
4072;How close I am to quitting my job and becoming a prostitute https://t.co/VWxmK1iXID
4073;If her bio quotes a meme she fucks on the first date
4074;I don't like change in my life except for the people I sleep with
4075;Moody ass mother fuckers....smh
4076;@rbonhoff let's get weird! Summertime baby! #FuckBitches
4077;When you constantly have dick on the brain https://t.co/ZPKbxpcmIn
4078;When your phones at 3% but you're about to get laid... https://t.co/Zeeo339vrq
4079;@SantinaDiMaggio happy birthday ya lil freak! I hope you get the spankings you deserve 😘😘😘
4080;She said 'true' 😌 https://t.co/XOALF4NZSs
4081;If you've never held your best friends head down on your mans cock till she choked, can you really call yourselves best friends?
4082;Same. We really are soulmates... Dumb AF but soulmates nonetheless 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃 https://t.co/ZwXTny02jj
4083;Women.....Can't live with them......Can't shoot them.
4084;I don't know why women wear watches, there's a perfectly good clock on the stove. #WomenSuck
4085;When she says 'stick it in my ass and fill me up, daddy' https://t.co/n40Op5QSf9
4086;When she's a squirter but you bout that life https://t.co/MR1j6nJBFO
4087;I wonder why girls even follow me. All I do is call you out on the sick shut you do to us guys #WomenSuck
4088;'What do you look for in a woman?' https://t.co/zbnDFOkFbB
4089;not only r u fat and disgusting, but why do you feel the need to post photos of urself in a bikini. Who do you think ur fooling seabiscuit?
4090;When you spend hours doing your makeup perfectly and bae cancels on you last minute https://t.co/LDOsPKovSz
4091;Do you ever just wanna lose your shit on someone for no good reason other than the fact that they exist? Cause same
4092;Thank you babygirl 😘 https://t.co/OjyMa1eDZm
4093;Nothing irks me more than when bitches end it with a good guy then complain about getting hurt by a douche bag. #WakeUpYouWhore
4094;RT @T_Bonezzz_: My signature move is out of your life.
4095;@lottelydia @DawnHFoster Only a pussy-assed ratchet ho would disagree, I think.
4096;@Whackyrach @PennyRed Just bitch, bitch, bitch because you don’t get the attention you want or the singular self-importance.
4097;Of course I invited you over to 'Hang Out' ....stupid bitches #WomenSuck
4098;When your girl tryna be slick and get the password to your phone https://t.co/CdJdo1ZmM6
4099;I've always wanted head from a girl with a tongue ring.
4100;It's a shame we don't talk anymore. But that's your fault! #WomenSuck
4101;Her- I thought we had something special Me- https://t.co/47EiVAKL5F
4102;I like people that don't say hi when they walk by... Those are my kind of people
4103;@hannahcx16 don't kid yourself, good dick runs everything 😉
4104;I'm a human being not a toy so stop fucking playing with me #WomenSuck
4105;You're dating such a douche bag omg. I just wanna punch YOU in the face for being so stupid. Not even him. #WomenSuck
4106;@rbonhoff the official #WomenSuck twitter page!
4107;When you wanna eat your own ass https://t.co/HWwB7DafQm
4108;Blocking people is my cardio
4109;Omg let's all get wet over every muscular Olympian! #WomenSuck
4110;Don't let chicks who smoke a lot suck your wiener... You'll get dick cancer #SmokingWomenSuck
4111;@caitlinmoran Yeah, but did the dwarf pimp show his tits?
4112;My whole life is a bunch of awkward situations strung together by alcohol
4113;You spelt penis wrong https://t.co/K6qIazcDY3
4114;I hate when girls use guys. We're not toys damn it! #WomenSuck
4115;No I don't just want to be friends. Why do you think I'm talking to you in the first place #StupidWomen #WomenSuck
4116;Woman that tell guys 'I just wanna be single for the summer.' are just trying to whore around. Don't come crying to us guys come Fall!
4117;Me flirting- So how wealthy are your parents?
4118;How I feel when I buy a round of shots https://t.co/lrYT4GqRHD
4119;@Carflyy she's a woman. She can't help the fact that she sucks
4120;Pro Tip- Don't go to Costco before 11am, that's when they put the free samples out
4121;@keef1985_ excuse me, cupcake?
4122;The evolution of a Kardashian https://t.co/HOXT9lsXsK
4123;#WeAlmostDatedBut FRIEND ZONED #WomenSuckk
4124;When you think you finally found the one, then you find out he cries after he cums https://t.co/YVplrt2C8j
4125;@themeredith 💀💀💀
4126;This page is dedicated to all the stupid ass shit women do!
4127;When you're at the point of drinking just to stay awake but then you blackout and pass out during sex anyway
4128;When you find a bag of drugs on the ground https://t.co/j8JcFgLCHP
4129;Women have a hard time In stores understanding '3 for 5'...that means you have to get 3 not 2, or 6. The deal is '3 for 5' #FUCK
4130;Why do I have to put so much work in? I just wanna fuck! #WomenSuck
4131;Next time your girl's pissing you off, go buy some hair ties and leave one on the floor of your car
4132;Relationships are like hangovers... They make me miserable AF
4133;I would fuck her brains out!
4134;When you wake up and the random didn't sneak out in the middle of the night https://t.co/xvBHsI1Xse
4135;If you won't wash down your Plan B with my cum, you're not the girl for me
4136;RT @taxo__: Her:I don't get what u want outta this relationship Him:Well, I was only looking for a bj but u kept coming back https://t.co/l…
4137;What she really means when she says she likes bad boys https://t.co/1yWP4YIILF
4138;@emcmaines things wouldn't need fixing if girls didn't fuck them up! #WomenSuck
4139;When you regret asking her 'what that mouth do?' https://t.co/V9oZlclhcl
4140;@adprovost10 😭😭😭😭 nah man
4141;Mood GO HOME AND GET YA FUCKIN SHINE BOX
4142;@femfreq Wow you bitch at everything.
4143;Waking up Sunday morning hungover as fuck like... https://t.co/7tBeeiHwoQ
4144;Yes they did https://t.co/wbXaXUKaoV
4145;Sending you one now 😘 https://t.co/f82ffWWvWX
4146;You're reading 50 Shades Of Grey? How original bitch
4147;When you're almost 30 and have run out of options... https://t.co/nmanGYfqTD
4148;Ladies don't act like you care about shark week. Make me sandwiches while I watch it! #KnowYourPlace #WomenSuck
4149;@femfreq But how can they be raped if no men are there to rape them?
4150;RT @valentinaveshi: My kind of Pokemon presented by the best: @Yourfuckboy1 https://t.co/lJ68uo0xrG
4151;Her- who TF do you think you are Me- https://t.co/Dv2fLkOk1s
4152;Yes you're so hot but you've fucked black guys therefor you're ruined #SlittyBitches
4153;When you get to the liquor store with 2 minutes till closing and they're locking the door https://t.co/EcPZKhGS9Z
4154;Domestic abuse is never okay.... Unless your wife is a bitch #WomenSuck
4155;@PennyRed @TIME Rape culture is the most daft, bullshit term I have ever heard. 99.99999% or people ARE NOT okay with rape & rapists get put in prison.
4156;Feminism is cancer. #TheRedPill is chemo. Burn those bitches away.!!
4157;When someone ugly tells you they're out of your league https://t.co/B0usHtGGzR
4158;Hatin on me doesn't say shit about me but speaks volumes about you...
4159;Anhyone else hate the way women smell? I think it's because they're BITCHES!!!!!! Fuck you bitch!!!?!
4160;When you're eating pussy for dinner https://t.co/D3zZFQ1hvB
4161;WASNT IT GEORGE WASHINGTON WHO SAID 'FUCK BITCHES GET MONEY'?..
4162;You are so hot but you're a bitch so that cancels out your hotness! #WomenSuck
4163;I've never in my LIFE met a woman who was smarter then ME. Maybe that has to do with their small retard brains? #womenaredumb@
4164;@LaRoccaSpeaks sack up and talk to her pussy #WomenSuck
4165;Seen it many times. Hair brushes too https://t.co/yGPJNmMz7g
4166;Friend- I'm getting married Me- https://t.co/hzRDvjRHJU
4167;I heard today from my uncle that if a woman is on her period and she goes into a pool the pool is no better than a toilet. DISGUSTING!!#
4168;Woman are good for one thing: having sons
4169;Don't try to show off in front of girls by trying to talk down to other men... It comes across as pathetic...
4170;@Hambone108 why do women have holes? To fill, duhh!
4171;Ever try to make a girl play video games? they are terrible. these are the skills they will need for the future. we're fucked.@
4172;Whenever anyone asks me to do anything other than get drunk or have sex https://t.co/v4UVmCRzeq
4173;When you put it in her butt without tellin her and her head spins all the way around to cuss you out https://t.co/kQt3veftpU
4174;"If rape is real why aren't more people reporting it? Just another feminist lie.;"
4175;@Steffersxoxo stupid women fuck up my life #WomenSuck
4176;Only places my wife can drive are to restaurants and grocery stores
4177;Introducing the 'his dick better be at least 7' or I'm cutting it off' knife https://t.co/hzyRyp1dMF
4178;Pro Tip- Stop trying to appeal to my feelings, I don't have any
4179;Ladies you want equal rights? Well in that case my lawn needs cutting, my car needs an oil change, and my ass needs wiping. #GetToIt
4180;I'm gonna put that SC butterfly filter around the head of my dick so y'all can see how stupid you look 🤗
4181;Women bleed so much because God realized he made a mistake and is trying to kill them. Right.
4182;Im so glad I make more money because I'm an a man! Can't wait for more women to get LESS and do MORE! #keepWomenDown#
4183;Every guys dilemma #BitchesVennDiagram http://t.co/A471LAaJ
4184;"Something y'all dudes fail to realize about a pretty girl is; she's never lonely. 💁🏼"
4185;Me- I read this article about it Also me- I really just read the headline and made up the rest
4186;Maybe if women want to stop being seen as inferior to men they should stop acting inferior to us!^
4187;Me trying to flirt- I wanna eat your hot pocket
4188;It snowing. You ladies better start shoveling! #EqualRights #WomenSuck
4189;The first time you get 100 likes on a post https://t.co/mYu0b6o4wp
4190;I feel like post birth abortion should be a thing...
4191;Person- how are you always so happy Me- https://t.co/icBW3uCUD7
4192;@femfreq @NICKIMINAJ she sold her people out and legitimized their genocide. she's not a rape survivor lol, she's fucking scum.
4193;Sometimes I just wanna crash into psychic reading places and ask them if they saw that coming...
4194;You have a new guy every week.... I don't even floss that often. You have a fucking problem #WomenSuck
4195;No bitch you don't look like a model, nor will you ever. So stop saying youre ugly so people will call you pretty! #AttentionWhores
4196;When women are depressed they either eat or go shopping.... Men invade another country.
4197;@taxo__ @Scouse_ma 😂😂😂😂
4198;Looks like another Fallston kid couldn't handle their alcohol and fucked something up again.... I'm sure it was a girl. #WomenSuck
4199;When you let a squirter sit on your face https://t.co/TZY98mInQ4
4200;Pathetic is not attractive
4201;I wouldn't be talking to you if I just wanted to be friends. #WomenSuck
4202;Guys relax. Leave the twitter fights to the professionals. I mean vaginals. I mean women. #WomenSuck
4203;Me trying to flirt- Hey cum dumpster, wanna fuck?
4204;RT @TAYitonme 'Like I said what princess wants princess gets' no bitch you're not royalty #WomenSuck
4205;Aww you're on your period?... Try dealing with you on your period!
4206;When someone with stank breath tries talking to you https://t.co/ASyQxZrM3u
4207;My whole life is a bunch of poor decisions followed by thoughts of 'how's this one gonna bite me in the ass'
4208;Asian girls have sideways vaginas #Fact
4209;When all your friends are out hoe'in and you're stuck at home in a shitty relationship https://t.co/X9oz1Tx7TC
4210;Waking up today like.... https://t.co/Q5op9KcqUg
4211;Fake hair, fake nails, fake personality, and pounds of makeup...... And you expect a REAL guy? Gotcha bitch #WomenSuck
4212;Girl- can I have your number? Me- sure Girl- can I friend you on Facebook? Me- oh god no, that's entirely too personal
4213;'Replaceable' best describes your life 🤗
4214;I like boobs as much as the next guy, but usually what they are attached to are nagging menstruating fucks! #WomenSuck
4215;Yeah, I text back in a timely manner... I'm about getting laid not playing games
4216;Loose lips sink ships... Tight lips grab dicks
4217;Women want to be equal so now they don't shave their legs??? Gross?!
4218;I'm just gonna leave this here.... https://t.co/G0ORAkB7df
4219;When bae gives you a warm welcome home https://t.co/uBbuiBR7Qd
4220;Me and all my friends hate everyone... I sometimes wonder how we became friends
4221;The only woman I respect is MY MOM and that's why we still live together. No one does laundry like her #laundryqueen #ilovemymom #fuckwome/
4222;Don't tell me you have a pool of that shit ain't in the ground
4223;When you lose the shoot out so you start a new one https://t.co/MYjGztHuuw
4224;@LaRoccaSpeaks good job. Be careful. I assume she is a woman therefor she will try to fuck you over #WomenSuck
4225;@taylornikola maybe if you women weren't so fucking indecisive you'd understand
4226;Its a good thing I always wear a glove on my left hand because if I EVER had to touch hands with a woman my IQ would totally drop to 0 Lol?!
4227;When you're toasting your boy but you see your girl checkin a text https://t.co/O7E240Vgjr
4228;Is it really indecent exposure if you have a magnificent penis? I thinks it's pretty decent exposure
4229;@kstad_rn you should date me then... But I don't date
4230;Women only vote for question 6 cuz their 'best friend' is a homo or Chad at the salon told them to. #WomenSuck
4231;@Spacekatgal Problem I have with this area is there ARE false rape accusations, and this is an area where 'innocent till proven guilty' doesn't exist.
4232;When you go to take a sip and and spill it on your face... Like wtf hand, why you let me down like that, bruh
4233;@SAMeherebr0 you probably ruined all yours. Considering you're a woman
4234;If we're going to have sex or have had sex, please don't snap me pics of your face swapped with a man... I can't handle that thought process
4235;My life has been so much better without you in it #WomenSuck
4236;Pro Tip- Fuck your followers
4237;Come on everyone spread the word! Let's get WomenSuckk big! #retweetthisone
4238;Women are beautiful to me when they are silent. Why do they have to speak up and ruin things?!
4239;If I judge pussy by what it looks like, does that make me a pussiest? 🤔
4240;When I send girls the videos we made https://t.co/azjiaa2Ts2
4241;Last I checked men HAVE THE PENIS and women DON'T. I Won't say it again but THE DICK IS ALL THAT MATTERS #MensRights!
4242;Pro Tip- Never go down on someone that has food poisoning
4243;When all your friends are good people and you wonder why they like you for the piece of shit you are...
4244;If you say 'bae' to me, I assume you're talking about my Big Ass Erection cause I'm not 12 and that word is dumb
4245;Ever been so hungover that your stomach feels like it's eating itself
4246;I would pay anything to know what goes on in girls' minds #WomenSuck
4247;@themeredith the man is a legend in my mind 😂
4248;The 'I cheat on his ass' starter app https://t.co/k5gHJKlAjT
4249;There are no good songs about positive things girls do. They're all about how they've fucked us guys over #WomenSuck
4250;Women are children. They require men in their lives to set boundaries and teach them lessons.@
4251;My rotation is like a revolving door
4252;When your best friend gets out of that relationship and you finally have your hoe'ing partner back https://t.co/r7INj9LPsG
4253;If you didn't fuck the bitch at the same time, are you really Eskimo brothers?
4254;If I was you I'd hate me too
4255;WOW can't believe all these women riding the subway today? Shouldn't these bitches be making sandwiches LOL #ihatefemales..
4256;You'd have to ask @instagram cause they have yet to respond to me https://t.co/Fe3J4jPO66
4257;"RT @taxo__: When it's Friday &; you're feeling kinda Thugish💂🏼 https://t.co/iCJJNtfnYb"
4258;@talipann you won't retweet me pussy
4259;I say 'I do' a lot for someone that would never say I do...
4260;Only reason I'm getting married is so I can have someone to split the bills with #WomanShutUp
4261;When a clingy mutha fucka keeps tryna touch you https://t.co/i6R46vdzpU
4262;Me- so what are you into? Her- https://t.co/xjqTepfeMQ
4263;Prom is coming up boys, don't forget your compression shorts! #WomenSuck
4264;And Moses said to the people 'Bitches Be Crazy.' ~Romans 10:13~
4265;Okay ladies look, nose rings are hot. But nose studs look like boogers and make you look like a dick chugging skank #WomenSuck
4266;No one gives less fucks than a man walking around with a wedding ring on.... He's already given up on life
4267;Be the star of your own reality show... Be obsessed with yourself
4268;@eisemad15 maybe if you weren't such a tease your mom wouldn't tease you #WomenSuck
4269;Retweet if you've ever been fucked over by a woman.... Who am I kidding? Of course you have! #WomenSuck
4270;My head game is strong AF, but my head games are even stronger...
4271;When all the red flags are there but you don't care cause bad boys get you wet https://t.co/h29r5AjkNp
4272;@femfreq Then don't be a whore and open your legs for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STD.
4273;RT @themrsqueenbee: I'm just a materialistic narcissist who enjoys a life of leisure. 🕶
4274;@queensoverbitch 😭😭😭😭😭
4275;Ladies the moment you start hanging around with black dudes is the moment I no longer consider you a human #WomenSuck
4276;You pick the guy thats a total douche to you over the one whose good to you. Got it. Makes perfect sense! #WomenSuck
4277;Teaching a woman to drive is like teaching a rock to swim. #WomenSuck
4278;When you're lurking on your ex's social media accounts https://t.co/QnIAYihjcf
4279;Thems the rules https://t.co/wzIxnA6BCA
4280;@devhowellll Taylor Swift is an untalented skank who can't sing, knows 3 guitar chords, and has an Adams apple #WomenSuck
4281;@Colly_flowerr no that would be girls #WomenSuck
4282;RT @valentinaveshi: It's not her fault that your dick is extra special. It makes people daydream ya know? xp https://t.co/fdNsjTRtag
4283;Why on earth do you have a black boyfriend? I guess he STOLE your heart.... #WomenSuck
4284;RT @Scouse_ma: RT if you're a cunt
4285;@instagram is like the Donald Trump of social media sites the way they're just purging pages for no apparent reason
4286;@AndyBenjes6 don't waist your time. Girls are all selfish bitches #WomenSuck
4287;Eat the ass like you're Jeffery Dahmer...
4288;When she's bitching at you for absolutely no reason and you're wondering why you ever left the single life https://t.co/WSXsWvQgYk
4289;You're ugly. Caking on makeup can't fix ugly. It just makes it worse!
4290;The only reason girls go crawling back is because they're afraid they can't do any better... Which is probably true #WomenSuck
4291;When somebody says 'happy hump day' https://t.co/rTX283oqhR
4292;If you think you don't have a gag reflex, let me prove that you do...
4293;Friend- it's been a long time, what have you been up to? Me- https://t.co/uxlGtLRo4A
4294;Me when I go anywhere, ever https://t.co/yuxIhSkpyJ
4295;'Can this day get any worse' -me waking up
4296;RT @themeredith: 'You know, the thing is...we ate drugs so...' -my basic excuse for not doing things
4297;All summer 16 https://t.co/tGQcT8CrAq
4298;And people with ugly faces should wear masks https://t.co/NduTR125v1
4299;If they keep making plans with you and something keeps 'coming up' don't be mad, it just means something better came along
4300;@Asholeee_  come on woman do your job right #WomenSuck
4301;When you're on a date with someone that won't stop talking about their ex https://t.co/mKfGcsvUir
4302;After we've had sex once https://t.co/LpXDbTkLQX
4303;Do you ever look at certain people and think, if I ever look like that just kill me
4304;@lindaws @PennyRed @headhntr The main reason that @pennyred doesn’t want to talk about her experiences with rape and sexual assault is that she is saving the stories for a more lucrative writing gig.
4305;This is the only time I feel safe leaving my phone face up https://t.co/iS4mSRY4sR
4306;I've said it before and I'll say it again. Don't tug on my dick unless you plan on sucking it! #WomenSuck
4307;RT @AnnaDale32: Lol when you have two girlfriends @Yourfuckboy1 #huntermourer https://t.co/Bd8VcuYOB7
4308;If you're a man, women can't be trusted. They'll turn against you, it's in their nature..
4309;Why can't girls just tells us how they feel? It'll save us guys so much time and effort #WomenSuck
4310;The real key to life is staying ahead of the game
4311;@taylornikola I would give you some lovin back but I'm just here to point out where women fuck up. But thanks <3 #WomenSuck
4312;Might thrown a coffee in with it 😇 https://t.co/u6Us8yDSv8
4313;These Donald Trump supporters are out of control... https://t.co/UgRqZAK7GK
4314;'How do you live with yourself?' https://t.co/gdY4lPtVI5
4315;Shoutout to everyone accidentally blowing fingers off on video today so we can all have a good laugh tomorrow... Y'all patriotic AF
4316;Your slutty Christmas outfits should get you a good 45 likes on instagram. #Whore
4317;Which dog wore it better? https://t.co/xJ47jK3cBw
4318;When someone I'm sleeping with tries to tell me about their personal life https://t.co/8MNLmSkWFf
4319;@fuck________off it must have been cause I didn't get it
4320;Women are like elephants. Everyone likes to look at them but no one wants to keep one  #WomenSuck
4321;RT @JWMofficial: You're wearing yoga pants to show off your ass. Don't give me this bull shit 'they're comfy!' we all know the truth ladies #ASS #ASS #ASS
4322;How to fuck long and hard without cumming.... 1. Have a few drinks 2. Find something about her that disgusts you and focus on that
4323;Me- dear IG, I follow all of your guidelines, please reactivate my account IG- https://t.co/CYFVYXEDv6
4324;@caitlinmoran Learning? Yes, like how much they nag and how hysterical they get over the most minuscule of things. Females = unbalanced & crazy #schizo
4325;I'm just as bitter as the day it happened. FUCK YOU! #GoDie #WomenSuck
