id;tweet;misogynous;misogyny_category;target
904;My name is kaelyn and I’m a pussy ass bitch Hiiiiii kaelynnnnn;1;discredit;active
905;Then da cop decides to get in da car and try to make da girl suck his dick in da backseat for what reason Idk smh had to beat this nigga ass;1;sexual_harassment;active
906;I just noticed am a soft boy older woman suck my dick, pretty girls eat pastries I smoke weed with the baddies.;1;discredit;passive
907;I hate this British woman of letters bitch;1;discredit;active
908;Man suck my dick cuz I fcked ya bitch fck u fck ya mama fck ya whole clique;1;sexual_harassment;active
909;Cunt and demon bitch Betsy Devos is an evil evil antichrist lying warlock for oil and money https://t.co/bqFF5uPj4C;1;discredit;active
910;U dont so why tweet it 😂😂 the only bitch u talk to is HELLLO ME TF WHORE 🙄😂 https://t.co/Pe6CdXLoAL;1;discredit;active
911;i cant believe someone has the guts to call him visual hole like bitch pls look at the flaws he doesn’t have thx https://t.co/fGYC1kkGM8;1;discredit;passive
912;It blows mine when a girl tells me to her talk during sex 'how this pussy feel, talk to me' ok bitch it's a C- and I'm trynna concentrate 😒;1;sexual_harassment;passive
913;@TTR__2K Yes girl I be like damn bitch you have the wrong dick last night 😂😂😂😂;1;discredit;passive
914;Fuck off you stupid fucking CUNT OH MY GODDDDDDDD;1;discredit;active
915;@Niki1352 @chelseahandler what a bitch u are. why call her a beast? I get u support trumps pussy grabbing, teen pageant ogling, serial marrying, but why r u a bitch;1;discredit;active
916;@SenSanders Sanders you cuckhold bitch. That military keeps your cunt ass free.;1;discredit;active
917;The cipher bitch won't get in his bed while my dick is in our Boss' asshole;1;discredit;passive
918;@xJenniferWhitex @thecherryclub You are Beautiful charming Bitch Jennifer white Nobody's fuck like you Amazing sucking Cocks 💝💝💝👑👑👑👑👑👑;1;sexual_harassment;active
919;And she dont know how to do that because a girl with desires is weird, rosak, dirty, a slut.;1;discredit;active
920;bitch don’t be making fun of career point moms when your ass is still living at home making concha earrings;1;discredit;active
921;Hahahaha yessss Perez you little Spanish slut;1;discredit;active
924;like i'm all about the dick. but damn the women in the def leppard cover had it going on.;1;stereotype;active
925;@ptxroxanne SHUT UP YOU LITTLE SLUT;1;discredit;active
926;“i think i want a girlfriend niggas ain’t shit” bitch... first of all these bitches ain't shxt either they might be worse !;1;stereotype;passive
928;Ladies we should be careful of this guy, his penis turns any woman he fucks into a slut! RT for awareness... https://t.co/u5Bt03WVe5;1;sexual_harassment;passive
929;"I don’t really appreciate some of you that participated in “Fine Women Friday” ; This is my personal opinion though & your Granny a hoe...";1;discredit;passive
930;The pretty hoe really got that mexican girl hoein for her lmaaaooooo;1;discredit;active
931;When a man gives his opinion, he's a man. When a woman gives her opinion, she's a bitch. - Bette Davis;1;stereotype;active
932;Fuck love wat love that fake love u give u lil kid u bitch that once i turn woman on u u run away;1;sexual_harassment;active
933;I'm so fucking horny this morning and my big fat cock is so fucking hard need a horny cock sucking slut or whore to cum and suck me off;1;sexual_harassment;passive
934;Me: Confident, know my worth Also me: pussy ass emotional bitch;1;discredit;active
935;Bitch your a fucking idiot, I don't even need a counter argument. More like you can't take your head out your ass s… https://t.co/qUHivJeAo6;1;discredit;active
936;The Young girl raped after hanged by criminals, Please help to stop rapes and murders of women & young girls, https://t.co/zqAD0Zl9D3;1;discredit;active
937;fuck cunts tellin ppl w strtched ears that theyll 'learn from their mistakes' BITCH IT AINT A MISTAKE IF THEY FEEL BEAUTIFUL DOING IT FUCKU;1;sexual_harassment;active
938;Only a hoe would say some stupid shit like that. lol “pull your daddy and make you my stepson” I’ve heard it all now lmao https://t.co/jp7YpVNr9U;1;sexual_harassment;passive
939;When your dick itches in a taxi sitting next to a hot girl #FML;1;stereotype;active
940;@neontaster It gets bigger each time he opens his ugly hole to say more stupid shit.;1;discredit;active
941;Bitch don’t come to me as a woman .... Cuz yo nigga came at me single 🤷🏽‍♀️😒😂;1;discredit;active
942;@CDLatexSlut There was no acting involved, you are entirely a wanton slut.;1;discredit;active
943;This is when a guy says something like “I don’t want to date a hoe” n a woman responds with “But you n your sister got different daddies” bitch so...still not dating a hoe lol https://t.co/sMQcWdZnRL;1;discredit;passive
944;If a woman tell me to go deeper and I'm out of dick. Then it's just time for me to get dress and leave;1;discredit;passive
945;I ruptured someone’s eye socket on St. Patrick’s Day 2012 because he tried to rape a drunk girl at my party, that’s one I don’t feel bad for;1;sexual_harassment;active
946;You can give a woman your last and she’ll still bitch about a wallet being out her purse #aggravated #fedup;1;discredit;passive
947;'The last girl you fucked must of been a slut' First of all, she's your sister;1;sexual_harassment;active
948;Bitch no, you gone stay your ass here i missed you https://t.co/awHfU2bYjM;1;sexual_harassment;active
949;Good pussy never comes from a bad bitch... 😒 https://t.co/Q1DSNN42N5;1;discredit;passive
950;Happy 21st Birthday to my Slut🤘🏾🎂 you already know what we on😈 @Rambo400_;1;discredit;active
951;Coke? 😂😂😂 When have I ever done that?! Sucking cock for it too?!? Nah wrong woman bro! But nice try! 😂😂😂😂 oh and sh… https://t.co/VqcZG8fEb3;1;discredit;active
952;Imagine getting your ass dragged by Kali Uchis bc you were being a rude ass bitch;1;discredit;active
953;And look at this shit. LOOK YOU SLUT. Stop distracting yourself with your flavored dildos and LOOK. LOOK YOU FUCKS. LOOOOOOOOOOOK!!!!;1;sexual_harassment;active
954;@Chantal_Bayeh @B_Deranged Why do you bother explain anything to a garbage who still thinks slut-shaming is a thing… https://t.co/ffTyuLRwOk;1;discredit;active
955;Her ex is a momma's boy spoiled little pussy rich bitch anyways lol;1;discredit;active
956;My little slut 🐩 @KirstenRodhe2 if you want to use her sent me a message 👗 https://t.co/9qurYXTwjs;1;discredit;active
957;@SlutRileyReid I want you to be a naughty whore for this NFL cock.;1;sexual_harassment;active
958;@priya_ebooks Man: (harasses and stalks woman for months on end) Woman: WHY THE FUCK WONT U LEAVE ME ALONE Man: haha crazy bitch;1;sexual_harassment;passive
959;@DineshDSouza Women asking Bill Clinton to suck his cock is not the same as raping a minor. Go cheat on your wife dipshit.;1;sexual_harassment;passive
960;Where's this bitch Gloria Steinem in all this abuse against women https://t.co/bqvRYNXoMC;1;discredit;active
961;@MandyMuse69 Babe, I wanna thank you for having such insane anal scenes. Your scene from Slut Auditions #3 is my all-time fav !;1;sexual_harassment;active
962;i'd get on yo ass just like some britches, my girl ah woop yo ho she throw dem bitches 🕺🏾🕺🏾;1;discredit;active
963;If I was a woman I would probably be a hoe lol they have so much fun and niggas pay them for stupid shit;1;sexual_harassment;passive
964;@KimKardashian in this full length fur coat calling this girl a whore 😂😂😂😂 bad bitch;1;discredit;active
965;I AM NOT GOING AFTER YOUR EX BF YOU LIEING SACK OF SHIT ! I'm done with you dude that's why I dumped your ass cause your a lieing 😂😡 bitch;1;sexual_harassment;active
966;@crampell the tea party erupted with Obamacare. You may have language but you are either stupid or a whore for the left.;1;discredit;passive
967;your girlfriend a major snorter but that bitch ain't worth a quarter 😬;1;discredit;active
968;Your girl is a hoe, she fucked all my bros;1;discredit;active
969;@aso_deliwe @Mizzpurple01 @SsquaredSA Isn't a pussy an exit hole too? https://t.co/AVss2HNteF;1;sexual_harassment;passive
970;Bitches fav line is “Am I supposed to be scared?” Listen here lil bitch you don’t have to be scared to get your ass beat. So wassup😊;1;sexual_harassment;passive
971;What happens when you drug, rape and sodomize a 13 year old girl ? ALL those left wing loons who tell us how to... https://t.co/evaT5p1ia7;1;sexual_harassment;active
972;dumbass: why don't women come forward about sexual assault? [women come forward] dumbass: WHORE! LIAR! WHAT WERE YOU WEARING? YOU PROBABLY ASKED FOR IT! dumbass: just don't understand why women don't come forward?;1;derailing;passive
973;@DaftLimmy @itsDanBull Omg he gave her his number and she didn't say no what a cunt The girl is the cunt for giving it to some random fucktard;1;discredit;active
974;'Don't be a 'why her not me?' kind of bitch' @iamcardib is out here teaching women to be better but y'all too busy being haters to care. ❤️;1;discredit;active
975;No bum bitch either always asking to use my stuff bcuz your pussy ain't no good;1;discredit;passive
976;@AndyRobsonTips Fucks your acca tho, you stupid cunt.;1;sexual_harassment;active
977;@baby_kink So many women have said the same thing to me, because its perfect for every hole 🙊;1;discredit;active
978;Lmao, @KimKardashian went off on the whore groupie hoe in Scott’s bathroom. Yes bitch!;1;discredit;active
979;Ancient women of Greece would withhold sexual pleasure from men to end wars 2017: Modern women make mixtapes for what they do for the dick;1;discredit;passive
980;Last night I had this women tell me and my friends that if we pay her we can fuck her and her husband who has a big black dick 😐;1;sexual_harassment;active
981;You’re in the middle of being a woman or being a bitch?;1;discredit;active
982;You a childish ass bitch if u don't suck dick and u a gay ass nigga if u don't eat pussy 💯🤣 Idc let's argue;1;discredit;active
983;Asked this bitch where she wanna eat, she said 'Porkys' and I'm done with white women man I don't care how fire the box is;1;discredit;active
984;your girlfriend lookin at me like a groupie in this bitch!;1;discredit;active
985;stop skin out your hole and then you will see a man treat you like a women u want to be treated .;1;discredit;active
986;@Deeejjaaa if I get one more email from your ass ima blow that bitch up;1;discredit;active
987;@BlackCabNews Don’t warrant a ban you cunt ask the women that have been raped if it warrants a ban;1;sexual_harassment;passive
988;Me personally I would've dragged that girl down the stairs lol but she was getting it..beat that fat hoe 😂😂;1;derailing;passive
989;This bitch for real said you're not a woman without boobs.;1;sexual_harassment;active
990;If I was that girl I would sue her she was calling her a whore and everything on TV. That’s wrong.;1;discredit;active
991;@PlayersSayings @rohaannair Ay stupid cunt he never said that. But you can believe it if you want to make yourself feel better;1;discredit;active
992;Beggin' all fuckin' men and women to listen I can’t even beat my dick without gettin' convicted;1;discredit;passive
993;'This pussy got you breathing hard slow down' First of all, Bitch I got asthma where my inhaler.;1;discredit;active
994;'Your dick too small' Bitch first of all your pussy too deep https://t.co/zKIMmpwe2T;1;discredit;active
995;So then why would you be stupid enough KNOWING that sexual desirability is next to dead last on reasons to rape defend that from @missmayim? https://t.co/lIK3fq4D8X;1;discredit;active
996;knuckle up cause I'll fight for mines Yo pussy petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil bitch;1;discredit;active
997;@family__jules You're not a woman for posting that, you're just a big ole bitch;1;discredit;active
998;So winking at a woman is okay???? Nigga you’re next bitch. https://t.co/WvhrfQQcgY;1;discredit;passive
999;@LoveDocs943 what Luke calls a first date the girl calls rape.;1;sexual_harassment;passive
1000;@MissAerospace 'I wasn't popular in high school it's your fault Weinstein touched you cause you're pretty and act like a slut';1;discredit;active
1001;Bitch mad cuz I nutted quick... first of all yo pussy just good so be happy;1;discredit;active
1002;The topic of white Jewish 'smart girl' women slut-shaming is one I have a lot to say about. It has its own sub-culture. I grew up in it.;1;discredit;active
1003;"All those listening to &; for @Eminem latest stupid rap, u must agree w/ rape &; r sick: “I even make the bitches I rape cum.” #wakeup #woke";1;discredit;passive
1004;“My pussy made him tap out” First of all bitch I have work at 7am;1;discredit;active
1005;Love how going to an all girls school gives you a sixth sense for life of knowing when a woman is an absolute bitch;1;discredit;passive
1006;@MaddySinclairXX I’d love to lick your pussy before and after a Big Black cock has fucked it! I’m in northwest Indiana HMU if you need a cuckold!!!;1;sexual_harassment;active
1007;follow your dreams follow your dreams work your ass to make money first or you'll follow nothing bitch;1;discredit;active
1008;On today’s episode of women will trade their self respect in for the dick https://t.co/yhwIVP6NXf;1;sexual_harassment;passive
1009;Went to @hummingbbakery stupid bitch put one in upside down one side ways. #wtf £6 we'll spent #cunt https://t.co/7wL7jGhclC;1;discredit;active
1010;God that old lady was a cunt. People are so fucking stupid when it comes to being handed money;1;discredit;active
1011;My problem is I want a good girl but I want her to be my little slut. Hard to find.;1;sexual_harassment;active
1012;I hate coming to the city people real life know my car like pussy study yo bitch car 😩😂;1;discredit;active
1013;@miakhalifa This bitch waaay to much shit to talk about athletes like your literally a professional slut stay in your lane;1;sexual_harassment;active
1014;@PennyRed Tease = woman who says no when she wants to say no Slut = woman who says yes when she wants to say yes #rapeculture;1;discredit;passive
1015;@m00nariel @jasmaine_sun @Falling4Jewelie bitch I wasn’t gonna open the door I was gonna look through the peep hole… https://t.co/Oh0Eb3jlVx;1;discredit;active
1016;i use to get sky at my dads house but his whore girlfriend never use to let me watch it;1;discredit;active
1017;@EianPosts @biancaclarkee @_foreveersel @RS_Corey some soundcloud pussy bitch tryna come at me. lmfao check yourself.;1;discredit;active
1018;Niggas be knowing every whore in the city except their girl 😩💅;1;discredit;passive
1019;but i dont like women as much 😂😪 like they’re dope as a side piece but ive yet to meet a woman i feel like i could drop dick for altogether;1;sexual_harassment;passive
1020;@scorpiomel64 @lomadia @itsDanBull @seankent Chill your beans you crazy bitch just because you have a cunt doesn’t mean you resort straight to using it;1;discredit;active
1021;rubbing cock on face woman with three tits;1;sexual_harassment;passive
1022;even my dreams cock block me like i killed and save this bitch 100 times just to die and start again bitch this aint mario smd;1;discredit;active
1023;@SchwierLinda @michelekirkBPR @ljam352 Not every woman has to run around looking like a whore to get approval or needs your approval.;1;discredit;passive
1024;@Enassy_ a woman pay me?? to suck my dick?? lmao shit sound like a good day;1;sexual_harassment;active
1025;@toyoubutera this screams 'im a virgin because no woman wants to be in a 2 inch radius of me or my rank, slut shaming breath';1;discredit;passive
1026;@sofiasfaIcones seth robbed my pussy 💘💘 oomf sweetie im so sorry that u have to deal with this annoying bitch;1;sexual_harassment;active
1027;@Peartopear @percoIator @Forslaytion Weird bummy ass bitch block me back whore 😂😂;1;discredit;active
1028;@ramzpaul More like whore-society. Matriarchs at least control their men. In Africa, women are single moms cuz the… https://t.co/bV7t3XHsN8;1;discredit;passive
1029;@ThePatriot143 Dirty smelly cunt slut whores. Hope your old man rots in a cell.;1;discredit;active
1030;'This pussy puts you to sleep.' First of all bitch I'm narcoleptic.;1;sexual_harassment;passive
1031;Treacherous traitorous bitch. Sold out her country, and women for money and fame. https://t.co/mTARGZ0LqU;1;discredit;active
1032;@_ElizabethMay ... How does one even think that you can slut-shame women for BEING RAPED omg. 😦;1;discredit;passive
1033;Getting her pussy and ass ate at the same time , now that's goals bitch;1;sexual_harassment;passive
1034;@Bytube_Private Hes a dick from what i remember :/ and he kept spoiling the fuck out of me then shit talked me? What a fake ass cunt lol;1;discredit;active
1035;like bitch no ones gonna rape ya daughter in a bathroom, they just tryna take a piss;1;sexual_harassment;active
1036;#LouisTheroux Well that was an eye opener. #Pimps #Paracites how stupid they all seem. Ha #BackPage pimp ads now you know ladies.;1;stereotype;passive
1037;If you've ever laughed at a dead baby joke, or chuckled at a dead lawyer joke, then don't bitch about a rape joke. Perspective, please!;1;sexual_harassment;passive
1038;'This pussy will mess up your life' First of all bitch, you need to shave;1;discredit;active
1039;'Your pussy tight ' First of all , It's in the wrong hole;1;discredit;passive
1040;Bitch don't begin to pretend you care ab women when you demonize them the minute they show they are not interested in you;1;discredit;active
1041;You and your girlfriend can easily eat my ass bitch.;1;sexual_harassment;active
1042;I'm back in it bitch If the head game is right and that pussy feel good Throw a rack at that bitch;1;sexual_harassment;active
1043;"Money turns me on. My man turns me on. Women turn me on. You&;your ugly little dick does not. #findom #femdom #sph";1;sexual_harassment;passive
1044;@Rickey_Lane14 You can’t be talking to me using that hoe word . So fuck you lil stupid bitch;1;discredit;active
1045;I guess when men rape babies, the pampers looks like a butt. Because this logic is so stupid and wicked. Very wicke… https://t.co/cqVPLx6KzT;1;discredit;active
1046;pepperspray or smth, if you dont protect yourself dont be surprised if u get raped :/' like bitch maybe just teach men not to rape women;1;sexual_harassment;active
1047;@ai_romero There isn’t. A woman asks a question in a forest. Does the dick pic make a sound?;1;discredit;passive
1048;lol, chop her head off and rape the bitch https://t.co/ZB8CosmSD8;1;sexual_harassment;active
1050;@WaiYanO87498139 @KenRoth Ur grammar is f'''ked up' the girl who rape' Hahahaha she got raped not doing the rapine;1;sexual_harassment;active
1051;Your girl is a hoe, you need to let go She fucked a... — You sent this a few months ago. I just now got to i... https://t.co/cvnV1f6fcF;1;sexual_harassment;active
1053;instead of staring at the girl tell the bitch she pretty and you like her fit 😒 speak up hoe all’lat fuckin’ looking and whispering 🙄;1;discredit;active
1055;Brentford boss Smith 'wernt a penalty' well it was a goal then you stupid cunt #Millwall;1;stereotype;active
1056;@hiJaylaJolie That the only job a woman can have .. they the best at this job love ❤️ Dick Sucking;1;stereotype;passive
1057;'I need a man who can beat the pussy up' First of all, i don't abuse pets. Its against the animal rights law, don't get me arrested bitch.;1;discredit;active
1058;Ima make her h20, out her pussy hole;1;sexual_harassment;active
1059;7: because every single fucking woman in Austin, is nothing but a gold-digging bitch.;1;stereotype;passive
1060;Every time 'I'm not a whore' ur pics are porn bitch they make me hard I stroke for 30 minutes then my iPhone gets messy😂😂😂😂😂;1;discredit;active
1061;disgusting little fuck bitch the only good thing about ur boring ass moview are the women in it. you owe everything to women so shut UP!!! https://t.co/KnMnqSwM30;1;discredit;active
1062;Please spread your cunt hole fully https://t.co/EZ6JFkcUis;1;sexual_harassment;active
1063;@VijayTrehan9 @Swamy39 Ask your mom, you son of filthhyy pimp. BTW how's your mom surviving in her Red Light District Area quarters;1;discredit;active
1064;@MsJuliaa1 Lets fuck whore stepmom bitch style https://t.co/JMIXZRrD7H;1;discredit;active
1065;This pussy mine girl tell me you like Daddy dick.... 🙄 FIRST OF ALL WRONG HOLE FOO;1;discredit;active
1066;Her hairy old cunt gets drilled by stiff dick https://t.co/XmxvbBs6Io;1;sexual_harassment;active
1067;"1. Using the word slut &; its adjectives 2. Saying be a man ( as if being a woman is something not normal) 3. At work, dismissing female POV";1;discredit;passive
1068;An angry woman standing up4 human rights is 2 difficult to be worth loving. Men love pretty slave dolls who keep their mouth shut or on dick;1;discredit;passive
1070;@HiKarenH You need a thick Cock in your throat 😂😂;1;sexual_harassment;active
1071;i miss this bitch ass whore;1;discredit;active
1072;Now his slag mother has been blown up hopefully that lil cunt gets it nxt as well https://t.co/BTmxENcXKR;1;discredit;active
1073;Fuck off Holly you slag #thismorning;1;discredit;active
1074;@nytimes last time I checked...no one had rape charges filed with the police...soooo...these whores..ie women are lying.;1;sexual_harassment;passive
1075;On point everything ?! PUSSY who harasses women on line like a little fucking bitch wearing a tampon Nadhir Encarnacion;1;discredit;passive
1077;5) I was 20 and ostracised from my friendship group and branded a slut because a boy with a girlfriend made unwanted advances on me. #MeToo;1;discredit;passive
1078;I just read about this cunt and how he admittedly raped a 15yo and blamed it on not knowing rape is bad because he’… https://t.co/1OMATGjBUZ;1;sexual_harassment;active
1079;“I choose to be stupid but not a hoe”???? Bathong wena??? How about not choosing either.;1;discredit;active
1080;@JKCorden Yet you make ‘jokes’, you CANT make it light you STUPID UNFUNNY IGNORANT CUNT!!!!! Why don’t you do every… https://t.co/cIqnhSu5Dc;1;discredit;active
1081;@Jedi_sluts I moan as I watch your perfect blue pussy descend upon my big dick.;1;sexual_harassment;active
1082;will never understand how girls can slag another girl off so bad behind her back and then when they see them act as if theyre best friends;1;discredit;passive
1083;@katgoessocial 1 in 3 women hahahahahahaha will you ever fuck off!!!!!! Stupid cunt;1;discredit;active
1084;@marjorieh1350 @teach_well @NickOrsini Suck my dick you stupid bitch.;1;sexual_harassment;active
1086;"Lowkey this show proves women legit put themselves in retarded situations lmaoooo Bitch started strippin &; turned into a fake cardi b wtf 😭😭";1;discredit;passive
1088;Some cunt at work thinks we should have a 'swear jar'. I think it's a fucking stupid idea.;1;discredit;passive
1089;For me even she was fucking whore or bitch dnt mind once i get in life i want that much loyalty after me no one thats all ....;1;discredit;active
1090;@StaleDoritos Women are ridiculous lmao like bitch I’m 5’2. I’m sorry your crush went for a shorty 😂;1;discredit;passive
1091;When guys sexualize things it's okay but when girls do it y'all tell us we are a hoe bitch cunt whore what else?;1;discredit;passive
1092;@charlenealeisha You bitch too much over stupid shit go fuck your self stupid cunt you have shitty service anyway a… https://t.co/Ml3q077mwf;1;sexual_harassment;active
1093;Wtf you're a skank bitch https://t.co/fM11umv18t;1;discredit;active
1094;find it mad that if a lad sleeps with someone behind ya back he's just being a lad but if a girl does it she's world's biggest slag;1;stereotype;passive
1095;Oh Sean, they can COOK.When the Roast Cunt comes out of the oven,let both China and Saudi Arabia know,their women like US men too!;1;discredit;passive
1096;@Hazelwolf111 @WhoYaster999 'I witch-hunted against my friends and gave up all my principles because my girlfriend was a bitch to them.';1;discredit;active
1097;my neighbour is such a cunt i hope someone murders that stupid bitch. preferably tortures her first as well;1;sexual_harassment;active
1098;Fellas, if you have a good girl in your life cherish her and love her, because most of these girls/women rather play the Hoe💯;1;discredit;passive
1099;My girlfriend & boyfriend snapping on me at the same time 😭😭 it’s too early aw my god this bitch bitching about buying my shoes;1;discredit;active
1100;no offense but this big bitch is serving you ALLLLLL types of kunt in this picture;1;sexual_harassment;active
1101;Gonna be the sexiest Bat Woman in that bitch😈😈😈;1;discredit;active
1102;Bitch wtf u unfollow me for if u just gone twatch me and comment on what u THINK is about u hoe , play with ya pussy or sum not me .;1;discredit;active
1103;@BDUTT you are a blot on being woman and good at being whore;1;stereotype;active
1104;' I'm a classy bitch. ' First of all, you are a tranny street whore who jerks off 19 y/o s off for money in Krishna Nagar during nights.;1;discredit;active
1105;@JamesBarnett1 @finers9 @Francis_Dom domthis would/should be goal of the season already stupid cunt refs;1;discredit;active
1106;@Expedition1Eric @leezeldin Good point. I guess he should “chew gum, move on married women like a bitch and grab them by the pussy”? -president of the Virgin Islands;1;sexual_harassment;passive
1107;Jervea ass bout to really come up missing stupid hoe got me sick 🤦🏾‍♂️;1;discredit;active
1108;it's when you get called a cunt 45 times a day for simply existing as a woman who dares to have her own youtube account.;1;sexual_harassment;active
1109;@HillaryClinton Wife mom CROOK THIEF. Murderer Woman abuser .Weinstein supporter.Cunt;1;discredit;active
1110;Im all for women standing together but men can be assaulted too. A woman once grabbed my dick while her bf got her a drink at Fletchers;1;stereotype;passive
1111;"great my lymph node is swollen again. shows how stressed i am cos of some fucking whore &; her spreadshit &; stupid frens who believe her.";1;discredit;active
1112;Trump may be grabbing women by the pussy, but feminists are grabbing america by the dick;1;discredit;passive
1113;If your girlfriend doesn't like that bitch, you don't talk to that bitch.;1;discredit;active
1114;Bitch are you fucking kidding me??? So if women get hit by their husbands its cuz they're hitam?? Not bc he's an abusive asshole?? 😒😒 https://t.co/afVBebxRVo;1;derailing;active
1115;@Nichiey_Okeyo @JOdhiambos okeyo, go rape your whore of a mother!;1;sexual_harassment;active
1116;you stupid fucking whore mom;1;discredit;active
1117;why is this women walking outside yelling like bitch we in a white neighborhood chill out 😕;1;discredit;passive
1118;I like my women like I like my laptop .. on my dick;1;sexual_harassment;passive
1119;@HausOfRo I love your ass bitch https://t.co/zvehim1Ts7;1;sexual_harassment;active
1120;If the dick good she’s gonna agree to the “you my girlfriend now” statement off rip;1;sexual_harassment;active
1121;@Debbieh625 @DabneyPorte @JulianAssange You're a stupid cunt! Hope 45 cause your death!;1;sexual_harassment;active
1122;Surprise bitch, just downed a bottle of sleeping pills. I dont pussy out and talk about it. Bye ya cunts;1;discredit;passive
1124;@DebbieDoes69 going to bring your Slut whore ass to the states;1;discredit;active
1125;@Bubbleuwu Do I have to fight another bitch ass looking cunt today?;1;discredit;passive
1126;@katiemckenzie99 Let me check your ass out with my cock;1;sexual_harassment;active
1127;Amateur blonde Euro slut pussy and ass railed for money https://t.co/sLO0d6ANPf;1;discredit;active
1128;My skater pal named Aaron tends to be a dick and also 3D women are terrible. #hentai;1;discredit;passive
1129;@LiaMarbel132 Get on my hard cock already or this naughty whore will get punished;1;dominance;active
1130;A big sour whore bag, should never play hard to get when all she's does is fling up da pussy in all kind of styles to all kinds of men #fact;1;discredit;passive
1131;If a woman says “don’t be around her child” don’t allow dick to tell you otherwise... I got so much passion behind that one😈😈😈;1;discredit;passive
1132;Guys wait,if a guy can describe what he wants in a woman as busty can we be like - looking for a big dick? 🤔 asking for the culture. https://t.co/tAmHsjGtlR;1;discredit;active
1133;@ArbitraryVlog shame on you when a women expresses her sexuality that isnt disgusting or makes her a whore... fuck you;1;discredit;passive
1134;"Bitch gots me fucked up, claiming to be a grown ass women but yet you try to compare &; bitch you still ain't shit... so what's good?";1;sexual_harassment;active
1135;Dis bitch tweet like a middle aged white woman https://t.co/TpnNh5099Y;1;discredit;passive
1136;@RelleSaidSo703 Girl the hoe is dumb.;1;discredit;active
1137;Da best piece of pussy I got was from a bitch at waffle house that hoe was from Mississippi.. Pussy was tight and slippery;1;discredit;active
1138;Don't write strong women. Write women who have cock as one of their favorite tastes. Write women who find that balls smell amazing. Write,;1;discredit;passive
1139;@caratcolours im agefluidly agefluid you cis agephobic bitch 😤😤 back in your hole you go shoo! shoo!;1;dominance;active
1141;@ the cunt heavy pen clicking: stop ur not five ur a cunt n i will ram that pen up ur ass;1;discredit;active
1142;Men should married the kind of women they like to stuck their dick into.;1;discredit;passive
1143;@HillaryClinton shut up bitch no one fucking likes you! Suck start a shotgun worthless cunt;1;discredit;active
1144;#NotAllMen... just potentially 1 in 3. Seriously guys? #WeCanDoBetter I won't even sleep with a girl if I think she had to much to drink. https://t.co/YP0Wi21VaP;1;dominance;passive
1145;@husska89 go rape your whore of a mother;1;sexual_harassment;active
1146;Julian Assange is the definition of a spineless, woman hating loser and Putin's BITCH! Hillary is loved by 67 Million Americans...Suck it! https://t.co/Yb2dawTztq;1;sexual_harassment;active
1147;Your mom is a whore,your dad ran away,your girl is a bitch,you're failing classes and you still got that attitude 👏👏👏;1;discredit;passive
1148;@CNN Hillary Clinton does give a shit about women that's why she lied again she is now keeping all the Harvey Weinstein money GREEDY BITCH;1;discredit;active
1149;@funkifiknow Of course not, but films like that degrade women, don't think The BItch or The Stud helped the way women are treated;1;discredit;passive
1150;@HelenaWayneBlog STFU with that stupid rape culture retardation.;1;discredit;active
1151;Idk. How can a woman easily call other woman as a slut? Or bitch??;1;discredit;passive
1152;@daily_politics @EstherMcVey1 What a stupid bitch , talks utter shite this woman . pure fucking evil too .;1;discredit;active
1153;"@Kevin_J_Begley Thanks😊 I've been triggered the past 2yrs w/Slick Willy creeping in &; pussy grabbing slut shaming &; pizzagate &; hollyweird geeze its a lot😩";1;discredit;passive
1154;And then when a girl turns around and does the same shit, she's automatically a hoe/bitch/etc;1;discredit;active
1155;At work on sunday i couldn't understand some romanian woman and she asked me if i spoke english😂😂 bitch please;1;discredit;active
1157;sometimes your girlfriend gets kidnapped by a bird and her bitch;1;discredit;active
1158;lol women still think we going in the wrong hole lnaoooooooo https://t.co/ZZTwUFIWvb;1;discredit;passive
1159;@roniasinron Or you were just being a hoe and hurt it slut droppin on ya girl at the club xx;1;discredit;active
1160;Bitch doesn't care about women just about herself​. Clinton Foundation will reportedly keep Weinstein's donations https://t.co/gWPRJhjelK;1;discredit;passive
1161;@Its_Diaamondd Bitch fuck you too then 😭‼️that’s why I hope all your teeth fall out whore;1;sexual_harassment;active
1162;@Flyer_thanu2 affirmative action ? and a white woman cant get a Job? bitch you a waste of white skin https://t.co/NZOjqz4z3k;1;discredit;active
1163;@Greekboy8 @SkyNews @BBCNews @LBC @itvnews Just a min ago I had to turn the tele off when this cunt whore came on.May the putrid lump of shit find a few lumps!;1;discredit;passive
1164;@OMG_ImSoAwesome True slow your role bitch n get your ass outta here 😉🐼xx;1;discredit;active
1165;Get you a Woman that asks ' What Bitch Weave I Need To Snatch Out ' whenever She see you upset!;1;discredit;passive
1166;Your girlfriend is a coke whore;1;discredit;active
1167;Also. Some of you Latina women and your white people racism can also eat a giant dick. Cuz they don't like your ass either. 👏🏾;1;discredit;passive
1168;@jezzellll then why tho?? u damn stupid hoe 😂;1;discredit;active
1169;If her pussy is like the hole where her head is pierces, than she must be very proud that bitch !!!!! https://t.co/wkF9HyqRGM;1;discredit;passive
1170;"tldr! MEN R TRASH esp attention whore women objectifiers like sane &amp; the industry/men should start treating irene like a fucking human being";1;dominance;passive
1171;Fuck that pecking kissing shit ...let me stick my tongue down your throat ..bitch I'm nasty 😜;1;discredit;active
